time,ax,ay,az,atotal
0.0032901763916015625,-0.49,-0.34,0.2,0.62
0.013347148895263672,-0.35,-0.6,0.3,0.75
0.023435115814208984,-0.36,-0.43,0.49,0.74
0.03350210189819336,-0.47,-0.02,1.05,1.15
0.04352521896362305,-0.58,0.2,1.47,1.59
0.053579092025756836,-0.72,0.03,1.59,1.74
0.06354427337646484,-0.88,-0.62,1.55,1.88
0.07376313209533691,-1.1,-1.24,1.45,2.2
0.08368730545043945,-1.27,-1.5,1.22,2.31
0.09383630752563477,-1.29,-1.45,0.85,2.11
0.10396313667297363,-1.0,-1.34,0.63,1.78
0.11402416229248047,-0.84,-1.38,0.61,1.72
0.12408828735351562,0.77,-1.26,1.6,2.17
0.13390302658081055,1.57,-0.54,2.38,2.9
0.14414310455322266,0.05,0.13,1.36,1.36
0.1541731357574463,-0.6,0.16,0.43,0.75
0.16420602798461914,-0.96,0.44,-0.13,1.06
0.17429709434509277,-0.86,0.94,-0.47,1.35
0.18420696258544922,-0.51,0.17,-0.7,0.88
0.19440126419067383,-0.17,-0.29,-0.81,0.87
0.20448923110961914,-0.1,-0.62,-0.92,1.11
0.2144761085510254,0.06,-1.05,-1.09,1.51
0.22452807426452637,-0.23,-0.72,-1.18,1.4
0.23453617095947266,-0.53,-0.5,-1.39,1.56
0.24465227127075195,-0.55,-0.34,-1.71,1.82
0.2546882629394531,-0.59,-0.14,-1.95,2.04
0.26470017433166504,-0.64,0.08,-1.98,2.08
0.2747831344604492,-0.59,0.31,-1.89,2.0
0.2846541404724121,-0.48,0.47,-1.7,1.82
0.294888973236084,-0.33,0.55,-1.47,1.6
0.3050041198730469,-0.19,0.39,-1.24,1.31
0.31505513191223145,-0.04,0.01,-1.07,1.07
0.32512903213500977,0.39,-0.55,-0.97,1.18
0.33502197265625,0.75,-0.79,-0.9,1.41
0.3452582359313965,0.71,-0.81,-0.83,1.35
0.35529518127441406,0.49,-0.61,-0.58,0.97
0.36528611183166504,0.03,-0.18,-0.02,0.18
0.3754441738128662,-0.62,0.23,0.6,0.89
0.3853261470794678,-0.98,0.42,0.94,1.42
0.3955392837524414,-1.01,0.32,0.94,1.41
0.40569114685058594,-0.8,-0.05,0.72,1.07
0.41564130783081055,-0.42,-0.45,0.45,0.76
0.4256739616394043,-0.06,-0.66,0.23,0.7
0.43563127517700195,0.25,-0.61,-0.02,0.65
0.44583606719970703,0.41,-0.47,-0.12,0.63
0.45590710639953613,0.27,-0.41,0.1,0.5
0.46595001220703125,-0.07,-0.47,0.46,0.66
0.47603702545166016,-0.25,-0.55,0.78,0.98
0.4858822822570801,-0.27,-0.61,0.98,1.18
0.4960460662841797,-0.16,-0.62,1.01,1.19
0.5062623023986816,0.01,-0.61,0.97,1.14
0.5161561965942383,0.09,-0.49,0.88,1.01
0.5264501571655273,0.13,-0.36,0.77,0.85
0.5362319946289062,0.18,-0.31,0.72,0.8
0.546356201171875,0.28,-0.24,0.8,0.88
0.5564169883728027,0.48,-0.2,0.88,1.02
0.5665171146392822,0.67,-0.28,0.95,1.19
0.5765781402587891,0.74,-0.38,1.06,1.34
0.5865371227264404,0.7,-0.48,1.16,1.43
0.5966053009033203,0.63,-0.53,1.21,1.46
0.6067919731140137,0.53,-0.52,1.16,1.37
0.6167349815368652,0.39,-0.42,1.07,1.21
0.6268529891967773,0.27,-0.23,0.91,0.97
0.6367902755737305,0.2,-0.04,0.77,0.79
0.6469001770019531,0.2,0.04,0.7,0.72
0.6569600105285645,0.22,-0.02,0.62,0.65
0.6670961380004883,0.23,-0.09,0.59,0.63
0.677138090133667,0.18,-0.13,0.59,0.63
0.6871242523193359,0.2,-0.15,0.53,0.58
0.6971859931945801,0.31,-0.15,0.35,0.49
0.7073812484741211,0.49,-0.05,0.19,0.52
0.7172961235046387,0.58,0.08,0.04,0.58
0.7274060249328613,0.61,0.18,-0.18,0.66
0.7373132705688477,0.5,0.22,-0.51,0.74
0.7474761009216309,0.33,0.19,-0.82,0.9
0.757627010345459,0.33,0.29,-0.88,0.98
0.7676701545715332,0.23,0.43,-1.05,1.15
0.777738094329834,-0.05,0.63,-1.1,1.26
0.7876601219177246,-0.15,0.73,-1.09,1.32
0.7978291511535645,0.03,0.65,-0.94,1.14
