time,ax,ay,az,atotal
0.018160104751586914,0.51,2.24,4.61,5.15
0.02501511573791504,-0.03,1.01,6.08,6.16
0.03286409378051758,-0.56,0.43,8.32,8.34
0.04017210006713867,-1.25,-0.64,9.88,9.97
0.05037498474121094,-1.91,-1.91,10.18,10.53
0.05702400207519531,-1.91,-3.29,8.43,9.24
0.0636911392211914,-2.48,-5.12,5.02,7.58
0.07030916213989258,-1.98,-6.39,3.26,7.44
0.07694315910339355,0.23,-5.88,2.63,6.44
0.0865170955657959,1.42,-6.08,1.52,6.42
0.09319210052490234,2.06,-7.53,0.51,7.82
0.09989309310913086,3.62,-7.73,1.32,8.63
0.10648512840270996,3.55,-7.02,2.32,8.2
0.11309313774108887,3.74,-7.44,0.93,8.37
0.12275409698486328,5.78,-7.89,-2.37,10.06
0.12938404083251953,8.45,-7.13,-5.23,12.23
0.13605403900146484,9.41,-3.56,-6.59,12.02
0.14265918731689453,9.7,0.47,-5.54,11.18
0.1493091583251953,9.08,2.94,-3.5,10.16
0.15878820419311523,7.7,5.05,-0.9,9.25
0.16555309295654297,5.65,7.41,1.3,9.4
0.1721482276916504,3.28,8.92,2.67,9.87
0.17873215675354004,1.15,8.52,3.81,9.4
0.18539094924926758,2.1,6.16,4.69,8.02
0.19487404823303223,4.96,3.22,3.8,7.02
0.20154619216918945,6.1,1.69,1.92,6.61
0.20817208290100098,5.99,1.27,0.23,6.12
0.21579313278198242,4.08,1.48,-1.17,4.49
0.22243404388427734,2.2,1.76,-2.28,3.62
0.23204612731933594,1.51,1.7,-3.39,4.08
0.23871898651123047,1.61,1.53,-3.99,4.56
0.24529027938842773,2.01,1.22,-3.76,4.43
0.25200700759887695,1.95,1.36,-2.81,3.68
0.2586240768432617,1.47,1.34,-1.43,2.44
0.2682342529296875,1.22,-0.22,-0.39,1.29
0.27490711212158203,0.98,-1.31,0.75,1.79
0.2815511226654053,0.81,-1.65,1.5,2.37
0.28818607330322266,1.08,-1.37,1.94,2.6
0.29512810707092285,1.08,-1.24,1.66,2.33
0.3063161373138428,0.91,-1.25,0.7,1.69
0.3142971992492676,1.04,-1.51,-0.14,1.83
0.32098913192749023,1.43,-1.74,-0.44,2.29
0.3276481628417969,1.75,-1.72,-0.98,2.64
0.3343391418457031,2.16,-1.47,-1.42,2.97
0.3456130027770996,2.71,-2.24,-1.73,3.91
0.3537271022796631,4.33,-2.08,-1.97,5.19
0.36179208755493164,5.82,-2.35,-2.04,6.59
0.36992597579956055,6.79,-2.26,-1.85,7.39
0.3779749870300293,6.46,-1.78,-1.35,6.83
0.3897409439086914,5.42,-1.17,-1.71,5.8
0.3991069793701172,3.78,-0.54,-3.09,4.91
0.4073352813720703,3.3,-0.12,-1.84,3.78
0.4144561290740967,2.99,-1.06,1.75,3.62
0.42162609100341797,3.1,-1.79,2.21,4.2
0.4335322380065918,3.31,-2.29,-0.28,4.03
0.44170093536376953,4.8,-1.96,-1.19,5.31
