time,ax,ay,az,atotal
0.0019369125366210938,0.07,0.12,-0.37,0.39
0.01061105728149414,-0.02,0.08,-0.13,0.15
0.02042388916015625,-0.08,0.06,0.04,0.1
0.030614852905273438,-0.08,0.05,0.0,0.09
0.041670799255371094,0.04,0.07,-0.27,0.28
0.05073094367980957,-0.06,0.04,-0.02,0.07
0.060842037200927734,-0.05,0.08,-0.11,0.14
0.07076883316040039,-0.09,0.09,-0.09,0.15
0.08079004287719727,-0.07,0.1,-0.09,0.15
0.09192800521850586,-0.05,0.09,-0.09,0.13
0.10100984573364258,-0.02,0.07,-0.09,0.11
0.11104393005371094,-0.01,0.05,-0.09,0.1
0.12097501754760742,-0.03,0.05,-0.09,0.1
0.13118410110473633,-0.05,0.06,-0.09,0.11
0.14207983016967773,-0.07,0.08,-0.08,0.13
0.15128803253173828,-0.06,0.08,-0.09,0.13
0.16122889518737793,-0.06,0.09,-0.09,0.14
0.17133378982543945,-0.04,0.08,-0.09,0.12
0.18145489692687988,-0.03,0.06,-0.09,0.11
0.19260597229003906,-0.03,0.05,-0.09,0.1
0.20163393020629883,-0.03,0.06,-0.09,0.11
0.21166181564331055,-0.04,0.06,-0.09,0.11
0.22148704528808594,-0.06,0.08,-0.09,0.13
0.23175382614135742,-0.07,0.09,-0.08,0.13
0.24271011352539062,-0.06,0.09,-0.09,0.14
0.25186896324157715,-0.04,0.08,-0.09,0.12
0.2618417739868164,-0.03,0.05,-0.09,0.1
0.271899938583374,-0.03,0.05,-0.08,0.09
0.2820611000061035,-0.04,0.06,-0.09,0.11
0.2930629253387451,-0.05,0.07,-0.1,0.13
0.3022189140319824,-0.05,0.09,-0.1,0.14
0.31215906143188477,-0.05,0.09,-0.09,0.13
0.3222239017486572,-0.04,0.08,-0.07,0.11
0.3323478698730469,-0.04,0.07,-0.08,0.11
0.3432779312133789,-0.04,0.06,-0.1,0.12
0.35239410400390625,-0.04,0.06,-0.09,0.11
0.3624610900878906,-0.05,0.05,-0.07,0.09
0.3723478317260742,-0.05,0.07,-0.09,0.12
0.3828608989715576,-0.04,0.08,-0.1,0.13
0.39360809326171875,-0.04,0.08,-0.09,0.12
0.4030117988586426,-0.03,0.07,-0.1,0.12
0.4128758907318115,-0.03,0.06,-0.1,0.12
0.4229419231414795,-0.04,0.06,-0.06,0.09
0.43302011489868164,-0.09,0.05,-0.05,0.11
0.44406604766845703,-0.11,0.05,0.01,0.12
0.4531118869781494,-0.07,0.08,-0.13,0.16
0.4630239009857178,0.0,0.09,-0.22,0.23
0.4731159210205078,-0.01,0.06,-0.11,0.12
0.48305511474609375,-0.04,0.04,-0.01,0.05
0.49431490898132324,-0.03,0.06,-0.06,0.09
