time,ax,ay,az,atotal
0.009334802627563477,-0.26,0.76,-0.33,0.86
0.01717400550842285,-0.45,0.71,-0.35,0.91
0.022612810134887695,-0.65,0.6,-0.43,0.98
0.02803206443786621,-0.68,0.56,-0.44,0.98
0.033538103103637695,-0.69,0.52,-0.33,0.92
0.03895688056945801,-0.65,0.49,0.03,0.81
0.04656195640563965,-0.58,0.48,0.45,0.87
0.05204510688781738,1.35,0.48,0.33,1.47
0.05741691589355469,3.26,0.52,-0.67,3.36
0.06290793418884277,-0.3,0.94,0.4,1.06
0.06877994537353516,0.26,0.48,0.06,0.54
0.07711005210876465,0.14,0.34,0.24,0.43
0.08274483680725098,0.38,0.14,0.54,0.67
0.0883791446685791,0.63,-0.33,0.48,0.85
0.09385991096496582,0.71,-0.66,0.51,1.09
0.09939312934875488,0.51,-0.67,0.79,1.15
0.10705208778381348,0.08,-0.49,1.04,1.15
0.11236691474914551,-0.2,-0.24,1.12,1.16
0.1178138256072998,-0.09,0.02,1.09,1.09
0.12298202514648438,0.3,0.35,1.02,1.11
0.1283869743347168,0.74,0.64,0.94,1.35
0.13556790351867676,1.01,0.93,0.74,1.55
0.1408541202545166,0.93,1.07,0.36,1.46
0.14589285850524902,0.53,0.8,-0.04,0.96
0.1511690616607666,-0.12,0.17,-0.06,0.21
0.15633392333984375,-0.81,-0.25,0.07,0.85
0.16373991966247559,-1.24,-0.57,0.18,1.37
0.169327974319458,-1.32,-0.82,0.4,1.6
0.1744849681854248,-1.25,-0.87,0.57,1.62
0.18003010749816895,-1.07,-0.79,0.61,1.46
0.18510699272155762,-0.73,-0.69,0.68,1.21
0.19252705574035645,-0.29,-0.58,0.7,0.95
0.19771313667297363,-0.04,-0.47,0.57,0.73
0.20313692092895508,0.08,-0.43,0.46,0.63
0.20862507820129395,0.11,-0.51,0.3,0.6
0.21407699584960938,-0.01,-0.67,0.04,0.67
0.22241902351379395,-0.07,-0.81,-0.2,0.83
0.22778797149658203,-0.13,-0.87,-0.35,0.94
0.23281097412109375,-0.23,-0.92,-0.39,1.02
0.2382049560546875,-0.25,-0.89,-0.35,0.98
0.24330782890319824,-0.25,-0.72,-0.3,0.81
0.2506699562072754,-0.22,-0.6,-0.28,0.69
0.2555270195007324,-0.15,-0.45,-0.38,0.6
0.26085591316223145,0.11,-0.22,-1.38,1.4
0.26595091819763184,0.57,0.0,-0.74,0.93
0.27123093605041504,0.69,-0.06,-0.41,0.8
0.27840209007263184,0.4,-0.03,-0.42,0.58
0.28360700607299805,0.1,-0.06,-0.39,0.4
0.2890498638153076,0.09,0.0,-0.23,0.24
0.2941439151763916,0.24,0.1,-0.36,0.44
0.29909801483154297,0.03,0.22,-0.38,0.44
0.30672192573547363,-0.24,0.23,-0.32,0.46
0.3122408390045166,-0.28,0.14,-0.23,0.38
0.3192429542541504,-0.25,0.04,-0.22,0.33
0.3249819278717041,-0.27,-0.02,-0.22,0.34
0.3305208683013916,-0.36,-0.01,-0.14,0.38
0.3380579948425293,-0.39,0.0,0.02,0.39
0.3434429168701172,-0.64,0.04,-0.14,0.65
0.34890294075012207,-0.76,-0.05,-0.36,0.84
0.3539388179779053,-0.62,-0.1,-0.3,0.69
0.35935091972351074,-0.49,-0.03,-0.21,0.53
0.36646103858947754,-0.41,0.08,-0.27,0.49
0.3717060089111328,-0.34,0.17,-0.49,0.62
0.37682604789733887,-0.29,0.23,-0.65,0.74
0.38199496269226074,-0.33,0.29,-0.77,0.88
0.3871748447418213,-0.34,0.35,-0.87,0.99
0.3943040370941162,-0.3,0.4,-0.97,1.09
0.3997340202331543,-0.3,0.42,-1.02,1.14
0.4051039218902588,-0.26,0.43,-1.0,1.11
0.4100921154022217,-0.18,0.51,-0.9,1.05
0.4153878688812256,-0.1,0.64,-0.63,0.9
0.4223148822784424,-0.14,0.76,-0.36,0.85
0.4276549816131592,-0.18,0.84,-0.25,0.89
0.4328799247741699,-0.11,0.85,-0.22,0.88
0.4379918575286865,-0.01,0.78,-0.2,0.8
0.4432370662689209,0.07,0.7,-0.16,0.72
0.4502849578857422,0.1,0.66,-0.1,0.67
0.45562100410461426,0.12,0.63,0.0,0.64
0.4604308605194092,0.16,0.63,0.06,0.65
0.4656851291656494,0.19,0.64,0.17,0.68
0.4707529544830322,0.15,0.65,0.32,0.73
0.4779789447784424,0.05,0.66,0.47,0.81
0.48289990425109863,0.08,0.6,0.54,0.81
0.4878370761871338,0.18,0.58,0.52,0.79
0.49312496185302734,0.26,0.59,0.54,0.84
0.4981358051300049,0.36,0.59,0.49,0.84
0.5058901309967041,0.57,0.52,0.32,0.83
0.5112049579620361,0.79,0.32,0.18,0.87
0.5162789821624756,0.93,0.04,0.24,0.96
0.5215260982513428,0.98,-0.21,0.41,1.08
0.5268919467926025,0.9,-0.46,0.56,1.15
0.5338690280914307,0.69,-0.72,0.51,1.12
0.5393168926239014,0.36,-0.76,0.19,0.86
0.5443727970123291,0.17,-0.57,-0.17,0.61
0.5493309497833252,0.31,-0.45,-0.41,0.68
0.5547239780426025,1.03,-0.3,-0.07,1.07
0.5617458820343018,1.66,-0.18,0.58,1.76
0.566992998123169,1.73,-0.3,0.87,1.95
